timestamp,device_id,animal_type,confidence,action_triggered,stay_duration
2026-07-18 23:28:17,CAM002,サル,0.85,フラッシュB,7.1
2026-07-19 03:43:33,CAM002,サル,0.94,なし,2.8
2026-07-20 03:35:13,CAM001,イノシシ,0.89,フラッシュB,8.6
2026-07-21 01:13:22,CAM002,イノシシ,0.88,警告音C,14.4
2026-07-22 05:56:39,CAM001,サル,0.89,警告音C,9.2
2026-07-23 22:15:44,CAM001,イノシシ,0.89,フラッシュB,14.6
2026-07-24 19:46:52,CAM001,サル,0.85,フラッシュB,5.7
2026-07-25 01:25:24,CAM001,サル,0.99,警告音C,9.8
2026-07-26 05:59:59,CAM002,イノシシ,0.88,超音波A,14.5
2026-07-27 02:28:14,CAM001,イノシシ,0.95,超音波A,13.1
2026-07-28 18:24:06,CAM001,イノシシ,0.96,フラッシュB,14.4
2026-07-29 02:23:00,CAM002,イノシシ,0.98,フラッシュB,14.7
2026-07-30 05:07:23,CAM002,サル,0.85,超音波A,14.3
2026-07-31 04:50:16,CAM003,イノシシ,0.97,なし,7.5
2026-08-01 01:34:34,CAM002,サル,0.92,フラッシュB,4.1
2026-08-02 18:58:04,CAM002,イノシシ,0.94,フラッシュB,12.8
2026-08-03 03:38:57,CAM003,サル,0.94,なし,2.5
2026-08-04 02:27:06,CAM002,イノシシ,0.96,フラッシュB,9.1
2026-08-05 02:07:11,CAM002,イノシシ,0.9,なし,8.3
2026-08-06 19:32:47,CAM002,イノシシ,0.95,フラッシュB,14.6
2026-08-07 00:22:23,CAM002,サル,0.92,超音波A,6.0
2026-08-08 22:34:43,CAM003,サル,0.96,警告音C,17.3
2026-08-09 01:21:26,CAM002,サル,0.99,フラッシュB,5.5
2026-08-10 20:00:34,CAM002,イノシシ,0.88,警告音C,16.3
2026-08-11 22:46:13,CAM003,イノシシ,0.99,なし,9.2
2026-08-12 20:00:04,CAM001,イノシシ,0.86,警告音C,15.8
2026-08-13 03:54:13,CAM003,イノシシ,0.85,フラッシュB,6.7
2026-08-14 00:26:08,CAM001,イノシシ,0.86,警告音C,19.8
2026-08-15 03:41:59,CAM003,サル,0.9,フラッシュB,6.6
2026-08-16 20:31:38,CAM003,サル,0.94,フラッシュB,10.7
2026-08-17 18:51:31,CAM002,サル,0.86,警告音C,9.7
2026-08-18 21:29:36,CAM001,サル,0.85,超音波A,5.2
2026-08-19 00:38:44,CAM002,イノシシ,0.98,警告音C,19.6
2026-08-20 04:28:35,CAM001,イノシシ,0.97,警告音C,18.0
2026-08-21 00:58:50,CAM003,イノシシ,0.96,警告音C,15.7
2026-08-22 23:27:01,CAM003,サル,0.97,フラッシュB,9.6
2026-08-23 03:44:56,CAM001,イノシシ,0.95,警告音C,14.1
2026-08-24 22:05:27,CAM002,イノシシ,0.86,フラッシュB,12.3
2026-08-25 05:43:43,CAM002,イノシシ,0.91,警告音C,17.4
2026-08-26 21:29:10,CAM002,イノシシ,0.95,超音波A,10.9
2026-08-27 03:54:27,CAM002,サル,0.89,超音波A,6.0
2026-08-28 02:38:32,CAM003,サル,0.95,超音波A,8.7
2026-08-29 18:56:26,CAM003,イノシシ,0.85,フラッシュB,11.8
2026-08-30 02:51:12,CAM003,サル,0.89,フラッシュB,7.1
2026-08-31 02:02:38,CAM003,サル,0.93,警告音C,10.4
2026-09-01 23:07:26,CAM003,イノシシ,0.94,フラッシュB,12.0
2026-09-02 02:36:32,CAM002,イノシシ,0.93,フラッシュB,10.6
2026-09-03 20:41:43,CAM002,イノシシ,0.95,超音波A,8.9
2026-09-04 01:14:58,CAM002,イノシシ,0.85,フラッシュB,12.1
2026-09-05 23:31:31,CAM002,サル,0.86,フラッシュB,13.3
2026-09-06 01:40:51,CAM003,イノシシ,0.97,超音波A,10.9
2026-09-07 18:48:57,CAM003,サル,0.95,超音波A,13.0
2026-09-08 21:11:38,CAM003,イノシシ,0.87,超音波A,18.3
2026-09-09 19:02:48,CAM001,イノシシ,0.97,超音波A,9.1
2026-09-10 22:48:55,CAM002,イノシシ,0.88,フラッシュB,12.0
2026-09-11 18:58:48,CAM002,イノシシ,0.92,超音波A,18.3
2026-09-12 19:01:27,CAM003,イノシシ,0.87,警告音C,16.6
2026-09-13 23:22:36,CAM002,サル,0.95,警告音C,13.6
2026-09-14 18:00:18,CAM002,イノシシ,0.94,フラッシュB,7.0
2026-09-15 19:52:43,CAM003,サル,0.88,なし,2.9
2026-09-16 03:31:05,CAM001,イノシシ,0.97,フラッシュB,13.7
2026-09-17 00:03:54,CAM001,イノシシ,0.91,フラッシュB,19.3
2026-09-18 04:55:58,CAM001,イノシシ,0.89,なし,7.4
2026-09-19 18:37:23,CAM003,イノシシ,0.87,超音波A,7.0
2026-09-20 22:51:33,CAM002,イノシシ,0.89,なし,3.8
2026-09-21 23:21:10,CAM003,イノシシ,0.85,超音波A,11.9
2026-09-22 18:08:59,CAM003,イノシシ,0.93,フラッシュB,15.5
2026-09-23 04:05:15,CAM002,イノシシ,0.97,超音波A,13.9
2026-09-24 20:19:59,CAM001,イノシシ,0.93,警告音C,18.4
2026-09-25 04:35:18,CAM001,イノシシ,0.88,フラッシュB,15.9
2026-09-26 03:02:18,CAM003,サル,0.85,警告音C,11.3
2026-09-27 21:31:06,CAM001,サル,0.88,フラッシュB,8.6
2026-09-28 21:40:32,CAM003,イノシシ,0.91,フラッシュB,10.4
2026-09-29 01:38:17,CAM003,イノシシ,0.96,超音波A,11.2
2026-09-30 01:00:10,CAM002,サル,0.88,超音波A,5.5
2026-10-01 05:56:24,CAM002,サル,0.95,なし,3.5
2026-10-02 19:22:30,CAM002,イノシシ,0.97,フラッシュB,11.9
2026-10-03 03:34:06,CAM003,サル,0.91,警告音C,12.4
2026-10-04 05:15:25,CAM002,イノシシ,0.97,警告音C,16.5
2026-10-05 02:51:59,CAM001,イノシシ,0.93,フラッシュB,13.2
2026-10-06 18:01:00,CAM001,サル,0.94,フラッシュB,12.2
2026-10-07 05:04:36,CAM003,イノシシ,0.92,超音波A,15.9
2026-10-08 04:54:08,CAM003,サル,0.91,超音波A,10.8
2026-10-09 02:34:18,CAM002,サル,0.88,超音波A,4.7
2026-10-10 20:19:23,CAM003,イノシシ,0.89,フラッシュB,10.9
2026-10-11 23:55:32,CAM003,イノシシ,0.89,フラッシュB,11.2
2026-10-12 01:51:10,CAM001,イノシシ,0.93,フラッシュB,10.0
2026-10-13 18:07:35,CAM001,イノシシ,0.87,フラッシュB,13.0
2026-10-14 23:39:19,CAM002,サル,0.98,フラッシュB,3.7
2026-10-15 20:47:24,CAM003,イノシシ,0.95,フラッシュB,17.1
2026-10-16 20:24:28,CAM003,イノシシ,0.91,警告音C,20.6
2026-10-17 19:45:17,CAM001,サル,0.87,超音波A,9.9
2026-10-18 19:53:34,CAM003,イノシシ,0.97,超音波A,11.8
2026-10-19 02:35:32,CAM001,サル,0.97,警告音C,17.2
2026-10-20 21:32:13,CAM002,イノシシ,0.95,フラッシュB,14.1
2026-10-21 22:47:19,CAM001,サル,0.89,フラッシュB,11.8
2026-10-22 01:07:06,CAM003,イノシシ,0.91,超音波A,11.8
2026-10-23 20:16:32,CAM002,イノシシ,0.86,フラッシュB,17.4
2026-10-24 05:58:50,CAM001,イノシシ,0.88,超音波A,15.5
2026-10-25 23:54:21,CAM001,イノシシ,0.96,超音波A,13.5
2026-10-26 23:37:44,CAM002,サル,0.95,フラッシュB,12.3
2026-10-27 20:53:07,CAM002,サル,0.93,フラッシュB,7.2
2026-10-28 04:26:33,CAM001,サル,0.98,警告音C,10.0
2026-10-29 22:29:32,CAM003,イノシシ,0.93,警告音C,18.0
2026-10-30 05:46:32,CAM001,イノシシ,0.92,フラッシュB,11.8
2026-10-31 22:59:47,CAM002,イノシシ,0.9,警告音C,16.4
2026-11-01 20:03:34,CAM001,イノシシ,0.98,超音波A,15.6
2026-11-02 18:16:43,CAM002,サル,0.86,フラッシュB,9.0
2026-11-03 05:29:28,CAM002,イノシシ,0.98,警告音C,17.8
2026-11-04 22:05:34,CAM003,イノシシ,0.97,フラッシュB,11.0
2026-11-05 05:40:36,CAM002,イノシシ,0.87,フラッシュB,14.6
2026-11-06 01:28:48,CAM002,サル,0.93,超音波A,10.6
2026-11-07 22:30:34,CAM003,サル,0.97,フラッシュB,11.1
2026-11-08 05:32:51,CAM002,サル,0.93,警告音C,12.0
2026-11-09 22:31:22,CAM003,イノシシ,0.98,警告音C,20.9
2026-11-10 18:02:17,CAM003,イノシシ,0.98,警告音C,22.5
2026-11-11 02:41:30,CAM002,サル,0.91,警告音C,16.0
2026-11-12 23:57:02,CAM002,サル,0.9,フラッシュB,6.1
2026-11-13 01:45:23,CAM001,イノシシ,0.98,フラッシュB,9.6
2026-11-14 19:31:46,CAM003,サル,0.94,超音波A,7.4
2026-11-15 23:22:01,CAM001,サル,0.87,フラッシュB,6.8
2026-11-16 04:41:01,CAM002,サル,0.86,フラッシュB,8.3
2026-11-17 03:16:39,CAM001,サル,0.93,なし,6.4
2026-11-18 18:08:42,CAM003,イノシシ,0.98,フラッシュB,12.9
2026-11-19 23:47:38,CAM001,イノシシ,0.97,フラッシュB,12.6
2026-11-20 03:54:25,CAM003,イノシシ,0.94,フラッシュB,11.3
2026-11-21 20:49:24,CAM002,サル,0.87,フラッシュB,8.3
2026-11-22 01:12:59,CAM002,サル,0.89,警告音C,15.9
2026-11-23 03:06:56,CAM003,サル,0.97,超音波A,2.5
2026-11-24 21:44:19,CAM002,イノシシ,0.88,フラッシュB,12.0
2026-11-25 18:07:45,CAM002,サル,0.89,警告音C,14.4
2026-11-26 05:50:22,CAM002,サル,0.87,フラッシュB,10.9
2026-11-27 05:33:01,CAM002,サル,0.94,超音波A,5.5
2026-11-28 00:21:50,CAM003,サル,0.98,フラッシュB,5.3
2026-11-29 02:57:21,CAM001,サル,0.89,警告音C,15.3
2026-11-30 03:57:21,CAM001,イノシシ,0.92,超音波A,6.3
2026-12-01 18:51:41,CAM002,イノシシ,0.94,警告音C,21.0
2026-12-02 23:14:53,CAM001,イノシシ,0.99,警告音C,17.7
2026-12-03 04:59:36,CAM001,イノシシ,0.86,フラッシュB,16.7
2026-12-04 18:07:52,CAM002,サル,0.92,なし,2.0
2026-12-05 05:43:43,CAM002,サル,0.9,警告音C,12.2
2026-12-06 22:38:03,CAM001,イノシシ,0.97,警告音C,9.8
2026-12-07 23:44:31,CAM003,イノシシ,0.92,警告音C,14.6
2026-12-08 21:29:46,CAM002,サル,0.87,超音波A,7.9
2026-12-09 20:54:39,CAM003,イノシシ,0.94,超音波A,6.1
2026-12-10 21:15:12,CAM001,イノシシ,0.96,フラッシュB,10.8
2026-12-11 19:59:41,CAM002,イノシシ,0.85,超音波A,6.0
2026-12-12 20:16:55,CAM003,イノシシ,0.97,フラッシュB,11.2
2026-12-13 20:27:57,CAM002,イノシシ,0.88,警告音C,20.4
2026-12-14 00:25:36,CAM001,イノシシ,0.93,警告音C,16.9
2026-12-15 03:52:22,CAM003,イノシシ,0.91,フラッシュB,17.0
2026-12-16 02:11:52,CAM001,サル,0.95,警告音C,15.9
2026-12-17 18:57:57,CAM001,イノシシ,0.9,警告音C,21.0
2026-12-18 18:46:33,CAM002,サル,0.97,フラッシュB,6.2
2026-12-19 23:47:24,CAM003,イノシシ,0.95,超音波A,9.6
2026-12-20 01:44:52,CAM001,イノシシ,0.94,フラッシュB,13.0
2026-12-21 18:15:38,CAM001,サル,0.96,警告音C,8.8
2026-12-22 22:21:28,CAM003,イノシシ,0.96,フラッシュB,13.4
2026-12-23 00:02:11,CAM001,イノシシ,0.86,フラッシュB,11.0
2026-12-24 03:15:50,CAM001,イノシシ,0.91,超音波A,16.0
2026-12-25 22:21:56,CAM003,サル,0.98,警告音C,15.5
2026-12-26 05:04:46,CAM003,イノシシ,0.87,警告音C,20.3
2026-12-27 18:29:45,CAM003,イノシシ,0.95,警告音C,14.7
2026-12-28 21:04:11,CAM003,サル,0.99,なし,7.6
2026-12-29 03:25:47,CAM002,イノシシ,0.86,警告音C,21.3
2026-12-30 22:38:35,CAM003,サル,0.95,なし,4.4
2026-12-31 18:29:36,CAM002,サル,0.92,なし,2.3
2027-01-01 00:57:09,CAM002,サル,0.93,警告音C,11.3
2027-01-02 23:04:35,CAM002,イノシシ,0.86,フラッシュB,15.7
2027-01-03 19:51:30,CAM001,サル,0.86,超音波A,16.6
2027-01-04 03:57:18,CAM002,イノシシ,0.94,フラッシュB,9.1
2027-01-05 03:31:00,CAM002,イノシシ,0.97,フラッシュB,8.8
2027-01-06 01:04:44,CAM001,イノシシ,0.96,超音波A,14.8
2027-01-07 21:15:23,CAM001,サル,0.93,超音波A,6.2
2027-01-08 00:01:48,CAM001,イノシシ,0.86,なし,11.1
2027-01-09 05:31:26,CAM003,イノシシ,0.95,警告音C,18.4
2027-01-10 21:23:11,CAM001,イノシシ,0.88,警告音C,16.9
2027-01-11 19:34:59,CAM001,サル,0.98,フラッシュB,9.8
2027-01-12 18:32:50,CAM002,サル,0.97,超音波A,9.6
2027-01-13 04:36:11,CAM001,サル,0.95,超音波A,8.0
2027-01-14 20:00:32,CAM003,イノシシ,0.98,超音波A,6.7
2027-01-15 01:09:42,CAM001,イノシシ,0.85,超音波A,12.5
2027-01-16 05:28:12,CAM003,サル,0.95,超音波A,13.2
2027-01-17 05:30:45,CAM001,イノシシ,0.9,なし,3.2
2027-01-18 19:50:49,CAM001,イノシシ,0.98,警告音C,14.1
2027-01-19 20:22:16,CAM001,サル,0.89,超音波A,9.8
2027-01-20 03:07:28,CAM001,サル,0.95,超音波A,8.6
2027-01-21 03:09:25,CAM003,サル,0.97,フラッシュB,9.7
2027-01-22 19:50:40,CAM003,サル,0.86,超音波A,6.4
2027-01-23 00:03:57,CAM002,サル,0.91,なし,8.0
2027-01-24 22:49:44,CAM003,イノシシ,0.96,フラッシュB,12.1
2027-01-25 04:28:55,CAM001,イノシシ,0.91,フラッシュB,14.1
2027-01-26 21:24:20,CAM002,サル,0.89,フラッシュB,9.5
2027-01-27 02:35:09,CAM002,イノシシ,0.88,超音波A,12.5
2027-01-28 22:08:23,CAM002,サル,0.87,フラッシュB,10.4
2027-01-29 20:48:34,CAM001,イノシシ,0.97,警告音C,17.6
2027-01-30 21:17:48,CAM003,イノシシ,0.93,フラッシュB,8.4
2027-01-31 00:31:23,CAM001,サル,0.86,超音波A,11.8
2027-02-01 00:31:36,CAM002,サル,0.9,フラッシュB,11.0
2027-02-02 05:48:54,CAM001,サル,0.9,フラッシュB,2.2
2027-02-03 00:24:34,CAM001,イノシシ,0.88,警告音C,15.0
2027-02-04 02:29:16,CAM003,サル,0.91,フラッシュB,11.6
2027-02-05 18:19:47,CAM003,イノシシ,0.9,フラッシュB,6.5
2027-02-06 02:21:12,CAM002,イノシシ,0.9,フラッシュB,14.8
2027-02-07 04:18:48,CAM001,イノシシ,0.95,フラッシュB,11.6
2027-02-08 21:11:40,CAM001,イノシシ,0.88,フラッシュB,16.0
2027-02-09 20:11:08,CAM003,イノシシ,0.94,フラッシュB,12.0
2027-02-10 00:27:13,CAM001,サル,0.93,フラッシュB,6.3
2027-02-11 21:18:57,CAM001,サル,0.93,警告音C,14.4
2027-02-12 22:04:34,CAM001,サル,0.94,フラッシュB,8.4
2027-02-13 05:24:51,CAM003,イノシシ,0.93,なし,5.6
2027-02-14 04:20:35,CAM002,サル,0.97,フラッシュB,15.2
2027-02-15 22:22:15,CAM002,サル,0.94,なし,2.0
2027-02-16 02:38:44,CAM001,サル,0.93,警告音C,6.8
2027-02-17 22:41:57,CAM002,イノシシ,0.97,フラッシュB,16.7
2027-02-18 00:13:30,CAM003,イノシシ,0.93,警告音C,15.2
2027-02-19 03:04:34,CAM003,イノシシ,0.89,超音波A,11.1
2027-02-20 00:28:42,CAM002,イノシシ,0.88,なし,6.9
2027-02-21 04:17:46,CAM002,イノシシ,0.87,フラッシュB,10.3
2027-02-22 05:08:09,CAM001,サル,0.98,超音波A,6.2
2027-02-23 03:43:16,CAM002,イノシシ,0.95,フラッシュB,9.0
2027-02-24 23:06:45,CAM001,イノシシ,0.98,なし,8.2
2027-02-25 01:41:08,CAM001,イノシシ,0.93,超音波A,10.8
2027-02-26 19:26:57,CAM003,イノシシ,0.92,フラッシュB,14.2
2027-02-27 19:04:28,CAM003,イノシシ,0.86,警告音C,18.4
2027-02-28 22:37:18,CAM003,イノシシ,0.94,警告音C,14.2
2027-03-01 01:47:44,CAM003,イノシシ,0.93,フラッシュB,12.3
2027-03-02 18:21:51,CAM002,サル,0.99,超音波A,7.2
2027-03-03 18:06:24,CAM003,サル,0.88,超音波A,5.5
2027-03-04 21:35:05,CAM002,イノシシ,0.92,フラッシュB,14.1
2027-03-05 05:30:18,CAM003,イノシシ,0.94,フラッシュB,11.6
2027-03-06 05:53:38,CAM002,サル,0.94,なし,3.3
2027-03-07 04:09:25,CAM001,イノシシ,0.93,超音波A,9.4
2027-03-08 20:38:02,CAM002,イノシシ,0.96,フラッシュB,8.9
2027-03-09 19:27:57,CAM002,サル,0.88,超音波A,14.5
2027-03-10 21:27:07,CAM003,イノシシ,0.95,超音波A,13.0
2027-03-11 02:38:00,CAM002,サル,0.94,フラッシュB,5.2
2027-03-12 20:12:27,CAM001,イノシシ,0.98,フラッシュB,12.9
2027-03-13 02:59:48,CAM001,イノシシ,0.97,フラッシュB,15.2
2027-03-14 02:55:32,CAM003,イノシシ,0.89,なし,8.5
2027-03-15 23:52:05,CAM001,サル,0.89,フラッシュB,12.6
2027-03-16 03:43:44,CAM002,イノシシ,0.99,なし,3.4
2027-03-17 22:15:53,CAM001,イノシシ,0.92,警告音C,11.0
2027-03-18 22:10:59,CAM003,サル,0.98,フラッシュB,9.3
2027-03-19 22:35:34,CAM002,イノシシ,0.87,警告音C,17.8
2027-03-20 20:19:56,CAM003,イノシシ,0.94,フラッシュB,2.0
2027-03-21 19:46:40,CAM002,サル,0.96,超音波A,6.6
2027-03-22 18:13:14,CAM001,イノシシ,0.98,警告音C,14.0
2027-03-23 18:52:53,CAM003,サル,0.9,超音波A,4.3
2027-03-24 23:02:15,CAM003,サル,0.95,フラッシュB,5.5
2027-03-25 00:56:10,CAM002,サル,0.93,警告音C,15.3
2027-03-26 05:09:31,CAM003,イノシシ,0.86,超音波A,8.9
2027-03-27 01:37:11,CAM002,サル,0.95,超音波A,5.6
2027-03-28 01:27:52,CAM002,イノシシ,0.95,なし,3.1
2027-03-29 01:57:27,CAM002,サル,0.98,フラッシュB,12.3
2027-03-30 21:25:07,CAM002,イノシシ,0.92,超音波A,13.3
2027-03-31 03:59:49,CAM001,イノシシ,0.88,フラッシュB,4.5
2027-04-01 05:27:36,CAM002,イノシシ,0.86,フラッシュB,9.1
2027-04-02 02:35:26,CAM003,サル,0.91,フラッシュB,10.1
2027-04-03 23:16:08,CAM001,サル,0.89,なし,8.3
2027-04-04 18:52:19,CAM003,イノシシ,0.96,フラッシュB,14.5
2027-04-05 05:47:28,CAM001,イノシシ,0.9,フラッシュB,10.9
2027-04-06 20:05:17,CAM002,サル,0.98,警告音C,7.7
2027-04-07 20:04:46,CAM001,イノシシ,0.98,警告音C,19.6
2027-04-08 02:01:09,CAM001,イノシシ,0.94,超音波A,11.1
2027-04-09 01:29:49,CAM003,サル,0.98,超音波A,8.7
2027-04-10 04:44:04,CAM003,イノシシ,0.96,超音波A,11.5
2027-04-11 00:55:32,CAM002,サル,0.93,フラッシュB,4.4
2027-04-12 23:00:17,CAM001,イノシシ,0.88,フラッシュB,13.1
2027-04-13 18:10:20,CAM001,イノシシ,0.91,フラッシュB,12.7
2027-04-14 03:24:21,CAM001,イノシシ,0.93,なし,6.7
2027-04-15 04:26:48,CAM002,サル,0.97,警告音C,14.9
2027-04-16 18:33:40,CAM002,イノシシ,0.92,超音波A,7.9
2027-04-17 20:00:20,CAM002,サル,0.98,超音波A,7.7
2027-04-18 00:05:27,CAM002,イノシシ,0.94,フラッシュB,12.1
2027-04-19 18:04:30,CAM002,サル,0.87,フラッシュB,3.3
2027-04-20 22:37:02,CAM003,イノシシ,0.99,フラッシュB,11.8
2027-04-21 22:22:36,CAM001,イノシシ,0.92,警告音C,19.2
2027-04-22 22:36:09,CAM001,サル,0.9,超音波A,7.6
2027-04-23 03:18:16,CAM001,イノシシ,0.94,フラッシュB,11.9
2027-04-24 22:13:08,CAM001,イノシシ,0.87,警告音C,18.7
2027-04-25 18:50:44,CAM001,サル,0.94,フラッシュB,7.3
2027-04-26 21:00:48,CAM001,イノシシ,0.92,超音波A,11.1
2027-04-27 01:31:33,CAM001,サル,0.91,フラッシュB,5.0
2027-04-28 05:30:07,CAM001,イノシシ,0.98,超音波A,12.0
2027-04-29 00:25:57,CAM003,サル,0.92,なし,3.5
2027-04-30 19:53:53,CAM001,イノシシ,0.88,超音波A,13.5
2027-05-01 20:58:49,CAM003,イノシシ,0.91,フラッシュB,13.7
2027-05-02 05:00:53,CAM002,サル,0.98,フラッシュB,10.9
2027-05-03 05:04:29,CAM001,サル,0.87,なし,3.0
2027-05-04 04:56:16,CAM002,イノシシ,0.88,超音波A,5.5
2027-05-05 00:14:36,CAM002,イノシシ,0.85,超音波A,14.2
2027-05-06 22:13:01,CAM002,サル,0.85,超音波A,9.8
2027-05-07 04:50:38,CAM003,イノシシ,0.97,超音波A,10.1
2027-05-08 23:59:33,CAM002,サル,0.95,超音波A,10.2
2027-05-09 23:49:33,CAM002,サル,0.9,フラッシュB,4.2
2027-05-10 19:29:14,CAM002,イノシシ,0.95,超音波A,15.1
2027-05-11 04:50:33,CAM001,イノシシ,0.91,超音波A,11.0
2027-05-12 21:56:37,CAM001,サル,0.98,警告音C,11.0
2027-05-13 18:23:14,CAM003,イノシシ,0.99,フラッシュB,10.1
2027-05-14 05:29:54,CAM003,イノシシ,0.9,フラッシュB,11.3
2027-05-15 03:50:16,CAM001,サル,0.97,超音波A,8.5
2027-05-16 22:28:03,CAM003,イノシシ,0.96,なし,8.1
2027-05-17 03:55:16,CAM001,サル,0.89,超音波A,7.2
2027-05-18 03:16:59,CAM002,イノシシ,0.88,警告音C,17.6
2027-05-19 21:23:04,CAM002,イノシシ,0.91,警告音C,17.0
2027-05-20 19:05:52,CAM003,イノシシ,0.96,超音波A,10.1
2027-05-21 19:12:42,CAM001,イノシシ,0.98,なし,5.6
2027-05-22 04:47:10,CAM001,イノシシ,0.96,超音波A,13.8
2027-05-23 20:46:56,CAM003,イノシシ,0.97,超音波A,13.6
2027-05-24 00:54:15,CAM001,サル,0.93,警告音C,13.7
2027-05-25 04:53:15,CAM002,イノシシ,0.97,警告音C,19.8
2027-05-26 01:03:39,CAM003,イノシシ,0.96,フラッシュB,6.1
2027-05-27 21:55:24,CAM003,イノシシ,0.9,超音波A,10.3
2027-05-28 20:31:02,CAM001,イノシシ,0.93,フラッシュB,8.5
2027-05-29 04:28:31,CAM003,イノシシ,0.96,警告音C,23.8
2027-05-30 19:57:50,CAM001,イノシシ,0.86,超音波A,14.1
2027-05-31 20:20:04,CAM001,イノシシ,0.96,超音波A,11.8
2027-06-01 19:27:41,CAM001,イノシシ,0.87,超音波A,14.4
2027-06-02 23:20:05,CAM001,イノシシ,0.92,超音波A,15.3
2027-06-03 18:04:40,CAM001,サル,0.96,警告音C,16.8
2027-06-04 05:25:45,CAM003,イノシシ,0.89,フラッシュB,14.8
2027-06-05 19:48:13,CAM002,イノシシ,0.88,なし,7.2
2027-06-06 03:44:26,CAM002,サル,0.91,フラッシュB,7.0
2027-06-07 02:25:56,CAM003,イノシシ,0.98,警告音C,14.1
2027-06-08 02:21:46,CAM003,サル,0.85,超音波A,10.0
2027-06-09 01:29:42,CAM002,イノシシ,0.98,フラッシュB,11.5
2027-06-10 18:25:35,CAM002,イノシシ,0.87,超音波A,10.7
2027-06-11 18:07:48,CAM002,イノシシ,0.99,超音波A,10.6
2027-06-12 20:51:14,CAM002,イノシシ,0.98,フラッシュB,16.4
2027-06-13 01:21:13,CAM002,サル,0.92,なし,7.4
2027-06-14 03:27:22,CAM001,イノシシ,0.92,フラッシュB,17.5
2027-06-15 01:01:44,CAM003,サル,0.92,超音波A,10.1
2027-06-16 03:13:58,CAM001,イノシシ,0.94,超音波A,12.2
2027-06-17 01:50:06,CAM002,イノシシ,0.86,超音波A,11.9
2027-06-18 20:46:22,CAM002,イノシシ,0.85,フラッシュB,8.9
2027-06-19 04:46:59,CAM002,イノシシ,0.86,警告音C,13.2
2027-06-20 19:57:37,CAM001,イノシシ,0.91,なし,9.5
2027-06-21 20:50:14,CAM001,サル,0.89,超音波A,5.7
2027-06-22 02:54:36,CAM002,サル,0.94,フラッシュB,9.1
2027-06-23 05:09:38,CAM001,イノシシ,0.99,フラッシュB,15.3
2027-06-24 02:16:38,CAM001,サル,0.9,フラッシュB,6.5
2027-06-25 23:25:43,CAM002,サル,0.93,フラッシュB,14.5
2027-06-26 02:16:12,CAM001,サル,0.91,フラッシュB,5.5
2027-06-27 21:24:03,CAM003,イノシシ,0.97,フラッシュB,15.0
2027-06-28 03:02:40,CAM003,サル,0.98,超音波A,9.8
2027-06-29 19:46:35,CAM003,イノシシ,0.97,警告音C,20.6
2027-06-30 23:33:46,CAM003,サル,0.99,超音波A,5.2
2027-07-01 01:39:48,CAM002,イノシシ,0.85,フラッシュB,18.9
2027-07-02 05:18:41,CAM002,イノシシ,0.97,フラッシュB,11.5
2027-07-03 02:36:05,CAM002,サル,0.96,フラッシュB,10.5
2027-07-04 21:25:33,CAM003,イノシシ,0.88,なし,12.3
2027-07-05 04:55:58,CAM003,サル,0.98,警告音C,11.7
2027-07-06 23:36:56,CAM001,サル,0.87,警告音C,16.0
